ID,BBS,IOUT,MINHITS,P1,P2,P3,P4,P5,Mean,Score
42.82503569875776_0.06821298352294218_1.2728519340917688,42.82503569875776,0.06821298352294218,1.2728519340917688,56.86,61.11,79.1,75.39,65.54,67.6,5603.4454
42.82503569875776_0.07821298352294218_1.2728519340917688,42.82503569875776,0.07821298352294218,1.2728519340917688,74.66,78.29,73.08,81.94,77.94,77.18199999999999,2650.9333000000006
42.82503569875776_0.05821298352294218_1.2728519340917688,42.82503569875776,0.05821298352294218,1.2728519340917688,74.66,78.47,80.44,85.16,82.15,80.176,2027.0982000000001
45.82503569875776_0.06821298352294218_2.2728519340917686,45.82503569875776,0.06821298352294218,2.2728519340917686,74.43,74.36,77.79,82.45,79.07,77.62,2550.586
45.82503569875776_0.07821298352294218_1.2728519340917688,45.82503569875776,0.07821298352294218,1.2728519340917688,76.89,78.38,81.25,85.16,82.11,80.758,1893.3367000000003
45.82503569875776_0.07821298352294218_2.2728519340917686,45.82503569875776,0.07821298352294218,2.2728519340917686,74.43,74.29,78.03,82.45,79.07,77.65400000000001,2543.5772999999995
45.82503569875776_0.06821298352294218_1.2728519340917688,45.82503569875776,0.06821298352294218,1.2728519340917688,76.89,78.42,81.31,85.16,82.11,80.77799999999999,1889.3622999999998
39.82503569875776_0.05821298352294218_2.2728519340917686,39.82503569875776,0.05821298352294218,2.2728519340917686,73.93,74.34,78.35,82.45,79.79,77.772,2523.2495999999996
42.82503569875776_0.07821298352294218_2.2728519340917686,42.82503569875776,0.07821298352294218,2.2728519340917686,73.87,74.23,78.31,82.45,78.91,77.554,2570.1164999999996
39.82503569875776_0.07821298352294218_2.2728519340917686,39.82503569875776,0.07821298352294218,2.2728519340917686,73.41,74.09,78.26,81.78,79.37,77.38199999999999,2608.5490999999997
45.82503569875776_0.05821298352294218_1.2728519340917688,45.82503569875776,0.05821298352294218,1.2728519340917688,76.89,78.42,81.4,85.16,82.09,80.792,1886.7221999999997
45.82503569875776_0.05821298352294218_1.2728519340917688,45.82503569875776,0.05821298352294218,1.2728519340917688,76.89,78.42,81.4,85.16,82.09,80.792,1886.7221999999997
48.82503569875776_0.04821298352294218_2.2728519340917686,48.82503569875776,0.04821298352294218,2.2728519340917686,74.48,76.24,79.03,82.47,80.09,78.46200000000002,2359.2578999999996
45.82503569875776_0.05821298352294218_1.2728519340917688,45.82503569875776,0.05821298352294218,1.2728519340917688,76.89,78.42,81.4,85.16,82.09,80.792,1886.7221999999997
42.82503569875776_0.05821298352294218_1.2728519340917688,42.82503569875776,0.05821298352294218,1.2728519340917688,76.57,78.6,81.4,85.16,82.15,80.776,1891.7330000000004
48.82503569875776_0.06821298352294218_1.2728519340917688,48.82503569875776,0.06821298352294218,1.2728519340917688,76.89,78.58,81.55,85.16,82.05,80.84599999999999,1875.7191000000005
45.82503569875776_0.06821298352294218_1.2728519340917688,45.82503569875776,0.06821298352294218,1.2728519340917688,76.89,78.42,81.31,85.16,82.11,80.77799999999999,1889.3622999999998
42.82503569875776_0.04821298352294218_1.2728519340917688,42.82503569875776,0.04821298352294218,1.2728519340917688,76.57,79.46,82.19,85.16,82.39,81.154,1818.3903000000007
48.82503569875776_0.06821298352294218_2.2728519340917686,48.82503569875776,0.06821298352294218,2.2728519340917686,74.45,74.69,78.54,82.47,78.89,77.80799999999999,2506.8632
42.82503569875776_0.05821298352294218_2.2728519340917686,42.82503569875776,0.05821298352294218,2.2728519340917686,73.87,74.4,78.2,82.45,79.11,77.60600000000001,2557.7714999999994
42.82503569875776_0.06821298352294218_1.2728519340917688,42.82503569875776,0.06821298352294218,1.2728519340917688,76.57,78.6,81.66,85.16,82.11,80.82000000000001,1883.5582000000009
45.82503569875776_0.04821298352294218_2.2728519340917686,45.82503569875776,0.04821298352294218,2.2728519340917686,74.43,74.85,78.24,82.45,80.17,78.02799999999999,2461.0764
42.82503569875776_0.04821298352294218_1.2728519340917688,42.82503569875776,0.04821298352294218,1.2728519340917688,76.57,79.46,82.19,85.16,82.39,81.154,1818.3903000000007
42.82503569875776_0.038212983522942175_1.2728519340917688,42.82503569875776,0.038212983522942175,1.2728519340917688,76.13,79.46,82.42,85.16,82.77,81.18799999999999,1817.8234000000004
45.82503569875776_0.038212983522942175_2.2728519340917686,45.82503569875776,0.038212983522942175,2.2728519340917686,74.2,74.85,78.69,82.45,80.17,78.072,2453.51
45.82503569875776_0.04821298352294218_2.2728519340917686,45.82503569875776,0.04821298352294218,2.2728519340917686,74.43,74.85,78.24,82.45,80.17,78.02799999999999,2461.0764
45.82503569875776_0.05821298352294218_1.2728519340917688,45.82503569875776,0.05821298352294218,1.2728519340917688,76.89,78.42,81.4,85.16,82.09,80.792,1886.7221999999997
45.82503569875776_0.038212983522942175_1.2728519340917688,45.82503569875776,0.038212983522942175,1.2728519340917688,76.78,78.73,82.17,85.16,82.77,81.122,1826.5887
42.82503569875776_0.05821298352294218_2.2728519340917686,42.82503569875776,0.05821298352294218,2.2728519340917686,73.87,74.4,78.2,82.45,79.11,77.60600000000001,2557.7714999999994
42.82503569875776_0.04821298352294218_1.2728519340917688,42.82503569875776,0.04821298352294218,1.2728519340917688,76.57,79.46,82.19,85.16,82.39,81.154,1818.3903000000007
39.82503569875776_0.05821298352294218_2.2728519340917686,39.82503569875776,0.05821298352294218,2.2728519340917686,73.93,74.34,78.35,82.45,79.79,77.772,2523.2495999999996
42.82503569875776_0.038212983522942175_2.2728519340917686,42.82503569875776,0.038212983522942175,2.2728519340917686,72.97,76.06,79.18,82.45,80.17,78.16600000000001,2438.448299999999
39.82503569875776_0.05821298352294218_1.2728519340917688,39.82503569875776,0.05821298352294218,1.2728519340917688,76.59,78.38,81.74,85.16,82.31,80.836,1882.0418000000004
23.13870537835381_0.058827398704347736_1.2353095948173909,23.13870537835381,0.058827398704347736,1.2353095948173909,75.38,76.37,80.55,84.51,81.43,79.648,2127.6087999999995
23.13870537835381_0.06882739870434773_2.235309594817391,23.13870537835381,0.06882739870434773,2.235309594817391,72.06,71.14,76.19,81.25,77.54,75.636,3036.4734
26.13870537835381_0.058827398704347736_2.235309594817391,26.13870537835381,0.058827398704347736,2.235309594817391,72.69,71.07,77.69,81.62,77.68,76.15,2916.5239
20.13870537835381_0.048827398704347734_1.2353095948173909,20.13870537835381,0.048827398704347734,1.2353095948173909,75.38,76.48,80.29,83.98,80.93,79.412,2168.1241999999993
