ID,BBS,IOUT,MINHITS,P1,P2,P3,P4,P5,Mean,Score
31.435000767942455_0.0075188836901327796_2.070075534760531,31.435000767942455,0.0075188836901327796,2.070075534760531,81.32,96.49,93.28,91.41,93.1,91.12,527.8190000000004
25.435000767942455_0.01751888369013278_2.070075534760531,25.435000767942455,0.01751888369013278,2.070075534760531,80.88,96.49,93.59,91.49,93.31,91.15200000000002,536.1588000000003
28.435000767942455_0.01751888369013278_1.070075534760531,28.435000767942455,0.01751888369013278,1.070075534760531,81.96,96.54,93.65,92.04,93.69,91.576,480.9134
28.435000767942455_0.0075188836901327796_2.070075534760531,28.435000767942455,0.0075188836901327796,2.070075534760531,81.3,96.49,93.28,91.49,93.32,91.176,524.2110000000004
31.435000767942455_0.01751888369013278_2.070075534760531,31.435000767942455,0.01751888369013278,2.070075534760531,81.3,96.49,93.28,91.41,93.08,91.112,528.8430000000002
31.435000767942455_0.01751888369013278_1.070075534760531,31.435000767942455,0.01751888369013278,1.070075534760531,81.96,96.54,93.65,92.23,93.55,91.586,479.7111000000001
32.49491449735304_0.0021202339431611985_1.0084809357726447,32.49491449735304,0.0021202339431611985,1.0084809357726447,81.98,96.54,93.74,92.23,93.59,91.61600000000001,477.3405999999998
29.494914497353037_0.0021202339431611985_2.0084809357726447,29.494914497353037,0.0021202339431611985,2.0084809357726447,81.32,96.49,93.28,91.41,93.23,91.146,526.0419000000003
29.494914497353037_0.0121202339431612_2.0084809357726447,29.494914497353037,0.0121202339431612,2.0084809357726447,81.3,96.49,93.28,91.41,93.12,91.12,528.291
35.49491449735304_0.0121202339431612_1.0084809357726447,35.49491449735304,0.0121202339431612,1.0084809357726447,82.02,96.54,93.87,92.25,93.59,91.654,473.97950000000003
32.49491449735304_0.0021202339431611985_1.0084809357726447,32.49491449735304,0.0021202339431611985,1.0084809357726447,81.98,96.54,93.74,92.23,93.59,91.61600000000001,477.3405999999998
32.49491449735304_0.0121202339431612_1.0084809357726447,32.49491449735304,0.0121202339431612,1.0084809357726447,81.98,96.54,93.64,92.23,93.55,91.58800000000001,479.1169999999998
35.49491449735304_0.0021202339431611985_2.0084809357726447,35.49491449735304,0.0021202339431611985,2.0084809357726447,81.34,96.49,93.34,91.43,93.1,91.13999999999999,525.9261999999999
32.49491449735304_0.0121202339431612_2.0084809357726447,32.49491449735304,0.0121202339431612,2.0084809357726447,81.32,96.49,93.15,91.41,93.08,91.09,529.8595000000003
29.494914497353037_0.0021202339431611985_1.0084809357726447,29.494914497353037,0.0021202339431611985,1.0084809357726447,81.98,96.54,93.65,92.23,93.67,91.614,477.4562999999997
29.494914497353037_0.0121202339431612_1.0084809357726447,29.494914497353037,0.0121202339431612,1.0084809357726447,81.96,96.54,93.65,92.23,93.53,91.582,479.96950000000004
35.49491449735304_0.0121202339431612_2.0084809357726447,35.49491449735304,0.0121202339431612,2.0084809357726447,81.3,96.49,93.34,91.43,93.1,91.13199999999999,527.4206
35.49491449735304_0.0121202339431612_1.0084809357726447,35.49491449735304,0.0121202339431612,1.0084809357726447,82.02,96.54,93.87,92.25,93.59,91.654,473.97950000000003
32.49491449735304_0.022120233943161198_2.0084809357726447,32.49491449735304,0.022120233943161198,2.0084809357726447,81.3,96.49,93.15,91.41,93.08,91.086,530.6071000000001
35.49491449735304_0.022120233943161198_2.0084809357726447,35.49491449735304,0.022120233943161198,2.0084809357726447,81.3,96.49,93.34,91.43,93.08,91.128,527.6969999999999
32.49491449735304_0.0121202339431612_2.0084809357726447,32.49491449735304,0.0121202339431612,2.0084809357726447,81.32,96.49,93.15,91.41,93.08,91.09,529.8595000000003
38.49491449735304_0.0021202339431611993_2.0084809357726447,38.49491449735304,0.0021202339431611993,2.0084809357726447,81.42,96.49,93.43,91.39,93.1,91.16600000000001,522.4435
32.49491449735304_0.0121202339431612_1.0084809357726447,32.49491449735304,0.0121202339431612,1.0084809357726447,81.98,96.54,93.64,92.23,93.55,91.58800000000001,479.1169999999998
32.49491449735304_0.022120233943161198_1.0084809357726447,32.49491449735304,0.022120233943161198,1.0084809357726447,81.96,96.54,93.64,92.23,93.55,91.584,479.83820000000014
35.49491449735304_0.0021202339431611993_2.0084809357726447,35.49491449735304,0.0021202339431611993,2.0084809357726447,81.34,96.49,93.34,91.43,93.1,91.13999999999999,525.9261999999999
32.49491449735304_0.0021202339431611993_2.0084809357726447,32.49491449735304,0.0021202339431611993,2.0084809357726447,81.32,96.49,93.34,91.41,93.1,91.13199999999999,527.0162000000004
35.49491449735304_0.0121202339431612_2.0084809357726447,35.49491449735304,0.0121202339431612,2.0084809357726447,81.3,96.49,93.34,91.43,93.1,91.13199999999999,527.4206
35.49491449735304_0.022120233943161198_1.0084809357726447,35.49491449735304,0.022120233943161198,1.0084809357726447,82.02,96.54,93.87,92.25,93.55,91.646,474.4939000000001
36.24255053115147_0.010002594897535445_1.0400103795901419,36.24255053115147,0.010002594897535445,1.0400103795901419,82.02,96.54,93.9,92.19,93.59,91.648,474.5462
39.24255053115147_0.010002594897535445_2.040010379590142,39.24255053115147,0.010002594897535445,2.040010379590142,81.39,96.49,93.57,91.39,93.1,91.18799999999999,521.7392000000002
36.24255053115147_0.020002594897535447_2.040010379590142,36.24255053115147,0.020002594897535447,2.040010379590142,81.3,96.49,93.43,91.35,93.1,91.13400000000001,527.6075000000003
36.24255053115147_2.5948975354451315e-06_2.040010379590142,36.24255053115147,2.5948975354451315e-06,2.040010379590142,81.38,96.49,93.43,91.39,93.1,91.15799999999999,523.9315000000003
33.24255053115147_2.5948975354451315e-06_1.0400103795901419,33.24255053115147,2.5948975354451315e-06,1.0400103795901419,81.98,96.54,93.74,92.23,93.59,91.61600000000001,477.3405999999998
39.24255053115147_2.5948975354451315e-06_2.040010379590142,39.24255053115147,2.5948975354451315e-06,2.040010379590142,81.42,96.49,93.22,91.39,93.1,91.124,525.2470000000001
33.24255053115147_0.020002594897535447_1.0400103795901419,33.24255053115147,0.020002594897535447,1.0400103795901419,81.96,96.54,93.64,92.23,93.55,91.584,479.83820000000014
36.24255053115147_0.010002594897535445_1.0400103795901419,36.24255053115147,0.010002594897535445,1.0400103795901419,82.02,96.54,93.9,92.19,93.59,91.648,474.5462
39.24255053115147_0.010002594897535445_1.0400103795901419,39.24255053115147,0.010002594897535445,1.0400103795901419,82.04,96.54,94.0,92.2,93.63,91.682,471.9500999999998
39.24255053115147_2.5948975354451315e-06_1.0400103795901419,39.24255053115147,2.5948975354451315e-06,1.0400103795901419,82.07,96.54,93.81,92.2,93.63,91.65,473.18950000000024
36.24255053115147_0.010002594897535445_2.040010379590142,36.24255053115147,0.010002594897535445,2.040010379590142,81.34,96.49,93.43,91.35,93.1,91.14200000000001,526.1131
39.24255053115147_0.010002594897535445_1.0400103795901419,39.24255053115147,0.010002594897535445,1.0400103795901419,82.04,96.54,94.0,92.2,93.63,91.682,471.9500999999998
36.24255053115147_0.010002594897535445_1.0400103795901419,36.24255053115147,0.010002594897535445,1.0400103795901419,82.02,96.54,93.9,92.19,93.59,91.648,474.5462
36.24255053115147_2.5948975354451315e-06_1.0400103795901419,36.24255053115147,2.5948975354451315e-06,1.0400103795901419,82.05,96.54,93.9,92.23,93.59,91.662,472.8450999999999
36.24255053115147_0.010002594897535445_2.040010379590142,36.24255053115147,0.010002594897535445,2.040010379590142,81.34,96.49,93.43,91.35,93.1,91.14200000000001,526.1131
39.24255053115147_2.5948975354451315e-06_1.0400103795901419,39.24255053115147,2.5948975354451315e-06,1.0400103795901419,82.07,96.54,93.81,92.2,93.63,91.65,473.18950000000024
39.24255053115147_0.020002594897535447_1.0400103795901419,39.24255053115147,0.020002594897535447,1.0400103795901419,82.04,96.54,94.0,92.19,93.63,91.68,472.10619999999983
42.24255053115147_0.010002594897535445_1.0400103795901419,42.24255053115147,0.010002594897535445,1.0400103795901419,82.07,96.54,93.81,92.41,93.63,91.69200000000001,469.9576000000003
36.24255053115147_0.020002594897535447_2.040010379590142,36.24255053115147,0.020002594897535447,2.040010379590142,81.3,96.49,93.43,91.35,93.1,91.13400000000001,527.6075000000003
39.24255053115147_2.5948975354451315e-06_2.040010379590142,39.24255053115147,2.5948975354451315e-06,2.040010379590142,81.42,96.49,93.22,91.39,93.1,91.124,525.2470000000001
42.24255053115147_0.010002594897535445_2.040010379590142,42.24255053115147,0.010002594897535445,2.040010379590142,81.42,96.49,93.22,91.82,93.12,91.214,517.7517
42.24255053115147_0.020002594897535447_1.0400103795901419,42.24255053115147,0.020002594897535447,1.0400103795901419,82.04,96.54,93.81,92.41,93.63,91.68599999999999,471.0342999999998
42.24255053115147_0.010002594897535445_1.0400103795901419,42.24255053115147,0.010002594897535445,1.0400103795901419,82.07,96.54,93.81,92.41,93.63,91.69200000000001,469.9576000000003
42.24255053115147_2.5948975354451315e-06_1.0400103795901419,42.24255053115147,2.5948975354451315e-06,1.0400103795901419,82.07,96.54,93.81,92.42,93.63,91.694,469.80590000000024
39.24255053115147_0.020002594897535447_1.0400103795901419,39.24255053115147,0.020002594897535447,1.0400103795901419,82.04,96.54,94.0,92.19,93.63,91.68,472.10619999999983
45.24255053115147_2.5948975354451315e-06_2.040010379590142,45.24255053115147,2.5948975354451315e-06,2.040010379590142,81.42,96.49,93.11,91.82,93.12,91.192,519.2554
39.24255053115147_0.020002594897535447_2.040010379590142,39.24255053115147,0.020002594897535447,2.040010379590142,81.39,96.49,93.57,91.35,93.1,91.17999999999999,522.4296000000003
42.24255053115147_0.020002594897535447_2.040010379590142,42.24255053115147,0.020002594897535447,2.040010379590142,81.39,96.49,93.22,91.82,93.12,91.208,518.8674000000001
42.24255053115147_2.5948975354451315e-06_2.040010379590142,42.24255053115147,2.5948975354451315e-06,2.040010379590142,81.42,96.49,93.22,91.82,93.12,91.214,517.7517
39.24255053115147_2.5948975354451315e-06_2.040010379590142,39.24255053115147,2.5948975354451315e-06,2.040010379590142,81.42,96.49,93.22,91.39,93.1,91.124,525.2470000000001
42.24255053115147_0.010002594897535445_2.040010379590142,42.24255053115147,0.010002594897535445,2.040010379590142,81.42,96.49,93.22,91.82,93.12,91.214,517.7517
45.24255053115147_0.020002594897535447_2.040010379590142,45.24255053115147,0.020002594897535447,2.040010379590142,81.42,96.49,93.43,91.72,93.12,91.23600000000002,516.5941999999999
39.24255053115147_0.010002594897535445_2.040010379590142,39.24255053115147,0.010002594897535445,2.040010379590142,81.39,96.49,93.57,91.39,93.1,91.18799999999999,521.7392000000002
24.60268586319506_0.011862094507478627_1.0474483780299144,24.60268586319506,0.011862094507478627,1.0474483780299144,81.68,96.54,93.87,92.04,93.69,91.56400000000001,488.3485999999996
24.60268586319506_0.021862094507478627_2.047448378029914,24.60268586319506,0.021862094507478627,2.047448378029914,80.49,96.49,93.34,91.47,93.31,91.02,554.8328000000001
21.60268586319506_0.0018620945074786267_1.0474483780299144,21.60268586319506,0.0018620945074786267,1.0474483780299144,81.52,96.54,93.9,91.89,93.58,91.486,497.68050000000005
27.60268586319506_0.021862094507478627_2.047448378029914,27.60268586319506,0.021862094507478627,2.047448378029914,80.88,96.49,93.59,91.49,93.31,91.15200000000002,536.1588000000003
21.60268586319506_0.011862094507478627_1.0474483780299144,21.60268586319506,0.011862094507478627,1.0474483780299144,81.48,96.54,93.9,91.89,93.69,91.5,497.7601999999997
27.60268586319506_0.0018620945074786267_1.0474483780299144,27.60268586319506,0.0018620945074786267,1.0474483780299144,81.98,96.54,93.9,92.23,93.72,91.674,473.7132999999997
27.60268586319506_0.011862094507478627_1.0474483780299144,27.60268586319506,0.011862094507478627,1.0474483780299144,81.96,96.54,93.9,92.23,93.58,91.642,476.2125000000001
24.60268586319506_0.021862094507478627_1.0474483780299144,24.60268586319506,0.021862094507478627,1.0474483780299144,81.48,96.54,93.87,92.02,93.69,91.52,496.03539999999987
24.60268586319506_0.011862094507478627_1.0474483780299144,24.60268586319506,0.011862094507478627,1.0474483780299144,81.68,96.54,93.87,92.04,93.69,91.56400000000001,488.3485999999996
27.60268586319506_0.011862094507478627_2.047448378029914,27.60268586319506,0.011862094507478627,2.047448378029914,81.3,96.49,93.59,91.49,93.21,91.216,521.6224000000003
21.60268586319506_0.021862094507478627_2.047448378029914,21.60268586319506,0.021862094507478627,2.047448378029914,80.73,96.49,93.59,91.05,93.31,91.034,549.5996999999998
27.60268586319506_0.0018620945074786267_1.0474483780299144,27.60268586319506,0.0018620945074786267,1.0474483780299144,81.98,96.54,93.9,92.23,93.72,91.674,473.7132999999997
27.60268586319506_0.011862094507478627_2.047448378029914,27.60268586319506,0.011862094507478627,2.047448378029914,81.3,96.49,93.59,91.49,93.21,91.216,521.6224000000003
27.60268586319506_0.011862094507478627_1.0474483780299144,27.60268586319506,0.011862094507478627,1.0474483780299144,81.96,96.54,93.9,92.23,93.58,91.642,476.2125000000001
24.60268586319506_0.011862094507478627_1.0474483780299144,24.60268586319506,0.011862094507478627,1.0474483780299144,81.68,96.54,93.87,92.04,93.69,91.56400000000001,488.3485999999996
24.60268586319506_0.011862094507478627_2.047448378029914,24.60268586319506,0.011862094507478627,2.047448378029914,80.69,96.49,93.34,91.49,93.31,91.064,546.7280000000002
30.60268586319506_0.0018620945074786267_1.0474483780299144,30.60268586319506,0.0018620945074786267,1.0474483780299144,81.98,96.54,93.65,92.23,93.59,91.598,478.47549999999967
27.60268586319506_0.0018620945074786267_2.047448378029914,27.60268586319506,0.0018620945074786267,2.047448378029914,81.32,96.49,93.59,91.49,93.32,91.24199999999999,519.3931000000005
30.60268586319506_0.011862094507478627_2.047448378029914,30.60268586319506,0.011862094507478627,2.047448378029914,81.3,96.49,93.28,91.41,93.08,91.112,528.8430000000002
27.60268586319506_0.0018620945074786267_1.0474483780299144,27.60268586319506,0.0018620945074786267,1.0474483780299144,81.98,96.54,93.9,92.23,93.72,91.674,473.7132999999997
24.60268586319506_0.0018620945074786267_1.0474483780299144,24.60268586319506,0.0018620945074786267,1.0474483780299144,81.68,96.54,93.87,92.23,93.58,91.58000000000001,486.76019999999966
24.60268586319506_0.0018620945074786267_2.047448378029914,24.60268586319506,0.0018620945074786267,2.047448378029914,80.69,96.49,93.34,91.49,93.21,91.044,548.0760000000002
32.244932091949615_0.046278695458195664_1.1851147818327827,32.244932091949615,0.046278695458195664,1.1851147818327827,81.96,96.54,93.64,92.02,93.71,91.57399999999998,481.10730000000035
35.244932091949615_0.046278695458195664_2.185114781832783,35.244932091949615,0.046278695458195664,2.185114781832783,81.28,96.49,93.57,91.55,93.27,91.232,520.7988000000001
32.244932091949615_0.03627869545819566_2.185114781832783,32.244932091949615,0.03627869545819566,2.185114781832783,81.3,96.49,93.15,91.47,93.27,91.136,526.9864000000001
32.244932091949615_0.056278695458195666_2.185114781832783,32.244932091949615,0.056278695458195666,2.185114781832783,81.3,96.49,93.14,91.47,93.15,91.10999999999999,528.7531
29.244932091949615_0.046278695458195664_1.1851147818327827,29.244932091949615,0.046278695458195664,1.1851147818327827,81.73,96.54,93.48,92.02,93.69,91.49199999999999,491.77139999999986
32.244932091949615_0.056278695458195666_1.1851147818327827,32.244932091949615,0.056278695458195666,1.1851147818327827,81.96,96.54,93.57,92.02,93.63,91.544,483.01540000000045
29.244932091949615_0.03627869545819566_1.1851147818327827,29.244932091949615,0.03627869545819566,1.1851147818327827,81.96,96.54,93.48,92.02,93.69,91.538,483.4201000000002
35.244932091949615_0.03627869545819566_1.1851147818327827,35.244932091949615,0.03627869545819566,1.1851147818327827,81.99,96.54,94.0,92.16,93.71,91.67999999999998,473.36140000000023
29.244932091949615_0.046278695458195664_2.185114781832783,29.244932091949615,0.046278695458195664,2.185114781832783,80.88,96.49,93.1,91.47,93.31,91.05000000000001,543.0215000000003
32.244932091949615_0.046278695458195664_1.1851147818327827,32.244932091949615,0.046278695458195664,1.1851147818327827,81.96,96.54,93.64,92.02,93.71,91.57399999999998,481.10730000000035
29.244932091949615_0.056278695458195666_2.185114781832783,29.244932091949615,0.056278695458195666,2.185114781832783,80.82,96.49,93.1,91.47,93.19,91.014,546.9395000000004
35.244932091949615_0.03627869545819566_1.1851147818327827,35.244932091949615,0.03627869545819566,1.1851147818327827,81.99,96.54,94.0,92.16,93.71,91.67999999999998,473.36140000000023
32.244932091949615_0.03627869545819566_2.185114781832783,32.244932091949615,0.03627869545819566,2.185114781832783,81.3,96.49,93.15,91.47,93.27,91.136,526.9864000000001
35.244932091949615_0.046278695458195664_2.185114781832783,35.244932091949615,0.046278695458195664,2.185114781832783,81.28,96.49,93.57,91.55,93.27,91.232,520.7988000000001
35.244932091949615_0.03627869545819566_1.1851147818327827,35.244932091949615,0.03627869545819566,1.1851147818327827,81.99,96.54,94.0,92.16,93.71,91.67999999999998,473.36140000000023
38.244932091949615_0.02627869545819566_2.185114781832783,38.244932091949615,0.02627869545819566,2.185114781832783,81.39,96.49,93.43,91.35,93.1,91.152,524.2496000000001
35.244932091949615_0.046278695458195664_1.1851147818327827,35.244932091949615,0.046278695458195664,1.1851147818327827,81.99,96.54,94.0,92.16,93.71,91.67999999999998,473.36140000000023
32.244932091949615_0.02627869545819566_1.1851147818327827,32.244932091949615,0.02627869545819566,1.1851147818327827,81.96,96.54,93.64,92.04,93.55,91.546,482.8269000000001
35.244932091949615_0.03627869545819566_2.185114781832783,35.244932091949615,0.03627869545819566,2.185114781832783,81.28,96.49,93.57,91.55,93.27,91.232,520.7988000000001
32.244932091949615_0.03627869545819566_1.1851147818327827,32.244932091949615,0.03627869545819566,1.1851147818327827,81.96,96.54,93.64,92.02,93.71,91.57399999999998,481.10730000000035
38.244932091949615_0.046278695458195664_1.1851147818327827,38.244932091949615,0.046278695458195664,1.1851147818327827,82.02,96.54,93.9,92.16,93.75,91.674,472.9901000000001
38.244932091949615_0.02627869545819566_1.1851147818327827,38.244932091949615,0.02627869545819566,1.1851147818327827,82.04,96.54,93.9,92.19,93.63,91.66,473.31619999999975
45.542649338692_0.01757616048794566_1.0703046419517825,45.542649338692,0.01757616048794566,1.0703046419517825,82.07,96.54,93.9,92.34,93.63,91.696,469.91900000000015
42.542649338692_0.01757616048794566_1.0703046419517825,42.542649338692,0.01757616048794566,1.0703046419517825,82.07,96.54,93.81,92.41,93.63,91.69200000000001,469.9576000000003
45.542649338692_0.02757616048794566_1.0703046419517825,45.542649338692,0.02757616048794566,1.0703046419517825,82.07,96.54,93.9,92.34,93.63,91.696,469.91900000000015
42.542649338692_0.00757616048794566_1.0703046419517825,42.542649338692,0.00757616048794566,1.0703046419517825,82.07,96.54,93.81,92.41,93.63,91.69200000000001,469.9576000000003
48.542649338692_0.02757616048794566_2.0703046419517825,48.542649338692,0.02757616048794566,2.0703046419517825,81.25,96.49,93.57,91.72,93.12,91.22999999999999,521.1203
48.542649338692_0.02757616048794566_1.0703046419517825,48.542649338692,0.02757616048794566,1.0703046419517825,81.98,96.54,94.0,92.34,93.63,91.69800000000001,471.9444999999999
45.542649338692_0.01757616048794566_1.0703046419517825,45.542649338692,0.01757616048794566,1.0703046419517825,82.07,96.54,93.9,92.34,93.63,91.696,469.91900000000015
42.542649338692_0.02757616048794566_1.0703046419517825,42.542649338692,0.02757616048794566,1.0703046419517825,82.04,96.54,94.0,92.41,93.63,91.724,468.71819999999985
48.542649338692_0.01757616048794566_1.0703046419517825,48.542649338692,0.01757616048794566,1.0703046419517825,81.98,96.54,93.81,92.37,93.63,91.66600000000001,473.8018999999998
48.542649338692_0.00757616048794566_1.0703046419517825,48.542649338692,0.00757616048794566,1.0703046419517825,81.98,96.54,93.81,92.42,93.63,91.67600000000002,473.04139999999984
42.542649338692_0.00757616048794566_2.0703046419517825,42.542649338692,0.00757616048794566,2.0703046419517825,81.42,96.49,93.22,91.82,93.12,91.214,517.7517
42.542649338692_0.02757616048794566_1.0703046419517825,42.542649338692,0.02757616048794566,1.0703046419517825,82.04,96.54,94.0,92.41,93.63,91.724,468.71819999999985
42.542649338692_0.017576160487945656_2.0703046419517825,42.542649338692,0.017576160487945656,2.0703046419517825,81.42,96.49,93.22,91.82,93.12,91.214,517.7517
39.542649338692_0.02757616048794566_2.0703046419517825,39.542649338692,0.02757616048794566,2.0703046419517825,81.39,96.49,93.57,91.35,93.1,91.17999999999999,522.4296000000003
42.542649338692_0.03757616048794566_1.0703046419517825,42.542649338692,0.03757616048794566,1.0703046419517825,82.04,96.54,94.0,92.34,93.63,91.71000000000001,469.78569999999974
45.542649338692_0.03757616048794566_2.0703046419517825,45.542649338692,0.03757616048794566,2.0703046419517825,81.39,96.49,93.43,91.72,93.12,91.22999999999999,517.7098999999998
42.542649338692_0.02757616048794566_2.0703046419517825,42.542649338692,0.02757616048794566,2.0703046419517825,81.39,96.49,93.57,91.82,93.12,91.27799999999999,514.2439000000002
39.542649338692_0.017576160487945656_1.0703046419517825,39.542649338692,0.017576160487945656,1.0703046419517825,82.04,96.54,94.0,92.23,93.63,91.68800000000002,471.4829999999998
45.542649338692_0.02757616048794566_2.0703046419517825,45.542649338692,0.02757616048794566,2.0703046419517825,81.42,96.49,93.43,91.72,93.12,91.23600000000002,516.5941999999999
39.542649338692_0.03757616048794566_1.0703046419517825,39.542649338692,0.03757616048794566,1.0703046419517825,82.02,96.54,94.0,92.18,93.59,91.66600000000001,473.49249999999995
45.542649338692_0.02757616048794566_1.0703046419517825,45.542649338692,0.02757616048794566,1.0703046419517825,82.07,96.54,93.9,92.34,93.63,91.696,469.91900000000015
