ID,BBS,IOUT,MINHITS,P1,P2,P3,P4,P5,Mean,Score
27.303923761589715_0.01642615411822539_1.0657046164729016,27.303923761589715,0.01642615411822539,1.0657046164729016,91.38,91.03,96.26,92.42,80.03,90.224,625.0101999999999
30.303923761589715_0.01642615411822539_2.0657046164729014,30.303923761589715,0.01642615411822539,2.0657046164729014,91.18,89.84,96.26,92.0,78.39,89.534,725.9976999999997
30.303923761589715_0.0064261541182253894_2.0657046164729014,30.303923761589715,0.0064261541182253894,2.0657046164729014,91.25,91.22,96.26,92.0,78.39,89.824,698.6306
30.303923761589715_0.0064261541182253894_1.0657046164729016,30.303923761589715,0.0064261541182253894,1.0657046164729016,91.51,91.65,96.26,92.42,80.09,90.38600000000001,609.6546999999996
24.303923761589715_0.026426154118225388_2.0657046164729014,24.303923761589715,0.026426154118225388,2.0657046164729014,91.0,90.2,96.26,91.82,77.34,89.324,771.4155999999999
30.303923761589715_0.026426154118225388_2.0657046164729014,30.303923761589715,0.026426154118225388,2.0657046164729014,91.15,89.84,96.26,92.0,78.35,89.52000000000001,728.2582
27.303923761589715_0.0064261541182253894_2.0657046164729014,27.303923761589715,0.0064261541182253894,2.0657046164729014,91.18,90.31,96.26,92.0,78.29,89.608,721.0001999999995
24.303923761589715_0.01642615411822539_1.0657046164729016,24.303923761589715,0.01642615411822539,1.0657046164729016,91.46,91.03,96.26,92.42,79.37,90.108,650.4333999999999
30.303923761589715_0.01642615411822539_1.0657046164729016,30.303923761589715,0.01642615411822539,1.0657046164729016,91.49,90.89,96.26,92.42,80.09,90.22999999999999,623.2642999999999
24.303923761589715_0.01642615411822539_2.0657046164729014,24.303923761589715,0.01642615411822539,2.0657046164729014,91.15,90.2,96.26,92.0,77.34,89.39000000000001,765.8256999999996
27.303923761589715_0.01642615411822539_1.0657046164729016,27.303923761589715,0.01642615411822539,1.0657046164729016,91.38,91.03,96.26,92.42,80.03,90.224,625.0101999999999
30.303923761589715_0.0064261541182253894_1.0657046164729016,30.303923761589715,0.0064261541182253894,1.0657046164729016,91.51,91.65,96.26,92.42,80.09,90.38600000000001,609.6546999999996
27.303923761589715_0.01642615411822539_1.0657046164729016,27.303923761589715,0.01642615411822539,1.0657046164729016,91.38,91.03,96.26,92.42,80.03,90.224,625.0101999999999
30.303923761589715_0.0064261541182253894_1.0657046164729016,30.303923761589715,0.0064261541182253894,1.0657046164729016,91.51,91.65,96.26,92.42,80.09,90.38600000000001,609.6546999999996
27.303923761589715_0.0064261541182253894_1.0657046164729016,27.303923761589715,0.0064261541182253894,1.0657046164729016,91.49,91.12,96.26,92.42,80.0,90.25800000000001,622.7185
30.303923761589715_0.01642615411822539_2.0657046164729014,30.303923761589715,0.01642615411822539,2.0657046164729014,91.18,89.84,96.26,92.0,78.39,89.534,725.9976999999997
27.303923761589715_0.0064261541182253894_2.0657046164729014,27.303923761589715,0.0064261541182253894,2.0657046164729014,91.18,90.31,96.26,92.0,78.29,89.608,721.0001999999995
30.303923761589715_0.01642615411822539_1.0657046164729016,30.303923761589715,0.01642615411822539,1.0657046164729016,91.49,90.89,96.26,92.42,80.09,90.22999999999999,623.2642999999999
33.303923761589715_0.0064261541182253894_2.0657046164729014,33.303923761589715,0.0064261541182253894,2.0657046164729014,91.25,91.07,96.26,92.2,78.39,89.83399999999999,698.1271
30.303923761589715_0.0064261541182253894_2.0657046164729014,30.303923761589715,0.0064261541182253894,2.0657046164729014,91.25,91.22,96.26,92.0,78.39,89.824,698.6306
27.303923761589715_0.01642615411822539_2.0657046164729014,27.303923761589715,0.01642615411822539,2.0657046164729014,91.0,90.2,96.26,92.0,78.3,89.55199999999999,725.9176
33.303923761589715_0.0064261541182253894_1.0657046164729016,33.303923761589715,0.0064261541182253894,1.0657046164729016,91.51,91.63,96.26,92.57,80.09,90.41199999999999,607.7375999999999
33.303923761589715_0.0064261541182253894_1.0657046164729016,33.303923761589715,0.0064261541182253894,1.0657046164729016,91.51,91.63,96.26,92.57,80.09,90.41199999999999,607.7375999999999
33.303923761589715_0.0064261541182253894_1.0657046164729016,33.303923761589715,0.0064261541182253894,1.0657046164729016,91.51,91.63,96.26,92.57,80.09,90.41199999999999,607.7375999999999
30.303923761589715_0.01642615411822539_1.0657046164729016,30.303923761589715,0.01642615411822539,1.0657046164729016,91.49,90.89,96.26,92.42,80.09,90.22999999999999,623.2642999999999
30.303923761589715_0.0064261541182253894_1.0657046164729016,30.303923761589715,0.0064261541182253894,1.0657046164729016,91.51,91.65,96.26,92.42,80.09,90.38600000000001,609.6546999999996
36.303923761589715_0.01642615411822539_1.0657046164729016,36.303923761589715,0.01642615411822539,1.0657046164729016,91.53,91.63,96.15,92.57,80.31,90.438,599.5213
30.303923761589715_0.0064261541182253894_2.0657046164729014,30.303923761589715,0.0064261541182253894,2.0657046164729014,91.25,91.22,96.26,92.0,78.39,89.824,698.6306
33.303923761589715_0.0064261541182253894_2.0657046164729014,33.303923761589715,0.0064261541182253894,2.0657046164729014,91.25,91.07,96.26,92.2,78.39,89.83399999999999,698.1271
36.303923761589715_0.0064261541182253894_2.0657046164729014,36.303923761589715,0.0064261541182253894,2.0657046164729014,91.27,91.07,95.98,92.2,78.8,89.864,682.3982000000002
36.303923761589715_0.0064261541182253894_1.0657046164729016,36.303923761589715,0.0064261541182253894,1.0657046164729016,91.53,91.63,96.15,92.57,80.31,90.438,599.5213
33.303923761589715_0.01642615411822539_1.0657046164729016,33.303923761589715,0.01642615411822539,1.0657046164729016,91.51,91.65,96.26,92.42,80.09,90.38600000000001,609.6546999999996
36.303923761589715_0.01642615411822539_2.0657046164729014,36.303923761589715,0.01642615411822539,2.0657046164729014,91.27,91.07,95.98,92.2,78.8,89.864,682.3982000000002
36.303923761589715_0.01642615411822539_1.0657046164729016,36.303923761589715,0.01642615411822539,1.0657046164729016,91.53,91.63,96.15,92.57,80.31,90.438,599.5213
33.303923761589715_0.0064261541182253894_1.0657046164729016,33.303923761589715,0.0064261541182253894,1.0657046164729016,91.51,91.63,96.26,92.57,80.09,90.41199999999999,607.7375999999999
36.303923761589715_0.026426154118225388_1.0657046164729016,36.303923761589715,0.026426154118225388,1.0657046164729016,91.53,91.69,96.15,92.42,79.95,90.348,615.0783999999999
36.303923761589715_0.01642615411822539_2.0657046164729014,36.303923761589715,0.01642615411822539,2.0657046164729014,91.27,91.07,95.98,92.2,78.8,89.864,682.3982000000002
39.303923761589715_0.0064261541182253894_2.0657046164729014,39.303923761589715,0.0064261541182253894,2.0657046164729014,91.27,91.07,95.98,92.15,79.24,89.94200000000001,664.7183000000003
33.303923761589715_0.01642615411822539_1.0657046164729016,33.303923761589715,0.01642615411822539,1.0657046164729016,91.51,91.65,96.26,92.42,80.09,90.38600000000001,609.6546999999996
36.303923761589715_0.0064261541182253894_1.0657046164729016,36.303923761589715,0.0064261541182253894,1.0657046164729016,91.53,91.63,96.15,92.57,80.31,90.438,599.5213
39.303923761589715_0.01642615411822539_2.0657046164729014,39.303923761589715,0.01642615411822539,2.0657046164729014,91.27,91.07,95.98,92.21,79.24,89.954,663.7799000000005
33.303923761589715_0.026426154118225388_2.0657046164729014,33.303923761589715,0.026426154118225388,2.0657046164729014,91.18,91.22,96.26,92.0,78.39,89.81,699.8604999999999
39.303923761589715_0.026426154118225388_1.0657046164729016,39.303923761589715,0.026426154118225388,1.0657046164729016,91.53,91.63,96.15,92.58,80.54,90.486,590.3682999999999
39.303923761589715_0.026426154118225388_2.0657046164729014,39.303923761589715,0.026426154118225388,2.0657046164729014,91.27,91.07,95.98,92.21,79.24,89.954,663.7799000000005
39.303923761589715_0.026426154118225388_1.0657046164729016,39.303923761589715,0.026426154118225388,1.0657046164729016,91.53,91.63,96.15,92.58,80.54,90.486,590.3682999999999
42.303923761589715_0.016426154118225386_1.0657046164729016,42.303923761589715,0.016426154118225386,1.0657046164729016,91.53,91.63,96.15,92.58,80.59,90.49600000000001,588.4247999999999
42.303923761589715_0.026426154118225388_2.0657046164729014,42.303923761589715,0.026426154118225388,2.0657046164729014,91.27,91.07,95.98,92.21,79.28,89.96199999999999,662.1207000000002
39.303923761589715_0.026426154118225388_2.0657046164729014,39.303923761589715,0.026426154118225388,2.0657046164729014,91.27,91.07,95.98,92.21,79.24,89.954,663.7799000000005
42.303923761589715_0.016426154118225386_2.0657046164729014,42.303923761589715,0.016426154118225386,2.0657046164729014,91.27,91.07,95.98,92.21,79.28,89.96199999999999,662.1207000000002
36.303923761589715_0.026426154118225388_2.0657046164729014,36.303923761589715,0.026426154118225388,2.0657046164729014,91.27,91.2,95.98,92.0,78.17,89.724,710.3622
42.303923761589715_0.03642615411822539_2.0657046164729014,42.303923761589715,0.03642615411822539,2.0657046164729014,91.27,91.07,95.98,92.21,79.28,89.96199999999999,662.1207000000002
39.303923761589715_0.026426154118225388_1.0657046164729016,39.303923761589715,0.026426154118225388,1.0657046164729016,91.53,91.63,96.15,92.58,80.54,90.486,590.3682999999999
42.303923761589715_0.03642615411822539_1.0657046164729016,42.303923761589715,0.03642615411822539,1.0657046164729016,91.53,91.63,96.15,92.58,80.59,90.49600000000001,588.4247999999999
42.303923761589715_0.026426154118225388_1.0657046164729016,42.303923761589715,0.026426154118225388,1.0657046164729016,91.53,91.63,96.15,92.58,80.59,90.49600000000001,588.4247999999999
36.303923761589715_0.026426154118225388_1.0657046164729016,36.303923761589715,0.026426154118225388,1.0657046164729016,91.53,91.69,96.15,92.42,79.95,90.348,615.0783999999999
42.303923761589715_0.016426154118225386_1.0657046164729016,42.303923761589715,0.016426154118225386,1.0657046164729016,91.53,91.63,96.15,92.58,80.59,90.49600000000001,588.4247999999999
39.303923761589715_0.016426154118225386_1.0657046164729016,39.303923761589715,0.016426154118225386,1.0657046164729016,91.53,91.63,96.15,92.58,80.54,90.486,590.3682999999999
42.303923761589715_0.016426154118225386_1.0657046164729016,42.303923761589715,0.016426154118225386,1.0657046164729016,91.53,91.63,96.15,92.58,80.59,90.49600000000001,588.4247999999999
39.303923761589715_0.006426154118225386_1.0657046164729016,39.303923761589715,0.006426154118225386,1.0657046164729016,91.53,91.63,96.15,92.56,80.54,90.482,590.6654999999997
45.303923761589715_0.006426154118225386_1.0657046164729016,45.303923761589715,0.006426154118225386,1.0657046164729016,91.53,91.65,96.15,92.64,80.75,90.54400000000001,581.0179999999998
39.303923761589715_0.006426154118225386_2.0657046164729014,39.303923761589715,0.006426154118225386,2.0657046164729014,91.27,91.07,95.98,92.15,79.24,89.94200000000001,664.7183000000003
45.303923761589715_0.026426154118225388_2.0657046164729014,45.303923761589715,0.026426154118225388,2.0657046164729014,91.27,91.14,95.98,92.21,79.68,90.056,644.4593999999998
39.303923761589715_0.026426154118225388_2.0657046164729014,39.303923761589715,0.026426154118225388,2.0657046164729014,91.27,91.07,95.98,92.21,79.24,89.954,663.7799000000005
45.303923761589715_0.006426154118225386_2.0657046164729014,45.303923761589715,0.006426154118225386,2.0657046164729014,91.27,91.18,95.98,92.25,79.68,90.072,643.1305999999996
42.303923761589715_0.026426154118225388_1.0657046164729016,42.303923761589715,0.026426154118225388,1.0657046164729016,91.53,91.63,96.15,92.58,80.59,90.49600000000001,588.4247999999999
42.303923761589715_0.016426154118225386_2.0657046164729014,42.303923761589715,0.016426154118225386,2.0657046164729014,91.27,91.07,95.98,92.21,79.28,89.96199999999999,662.1207000000002
45.303923761589715_0.006426154118225386_1.0657046164729016,45.303923761589715,0.006426154118225386,1.0657046164729016,91.53,91.65,96.15,92.64,80.75,90.54400000000001,581.0179999999998
45.303923761589715_0.006426154118225386_2.0657046164729014,45.303923761589715,0.006426154118225386,2.0657046164729014,91.27,91.18,95.98,92.25,79.68,90.072,643.1305999999996
45.303923761589715_0.016426154118225386_2.0657046164729014,45.303923761589715,0.016426154118225386,2.0657046164729014,91.27,91.14,95.98,92.25,79.68,90.064,643.8377999999998
42.303923761589715_0.006426154118225386_1.0657046164729016,42.303923761589715,0.006426154118225386,1.0657046164729016,91.53,91.7,96.15,92.64,80.59,90.522,586.3710999999997
48.303923761589715_0.006426154118225386_2.0657046164729014,48.303923761589715,0.006426154118225386,2.0657046164729014,91.27,91.22,95.98,92.22,79.66,90.07000000000001,643.7057000000002
48.303923761589715_0.016426154118225386_2.0657046164729014,48.303923761589715,0.016426154118225386,2.0657046164729014,91.27,91.18,95.98,92.19,79.66,90.056,644.8774000000001
45.303923761589715_0.006426154118225386_1.0657046164729016,45.303923761589715,0.006426154118225386,1.0657046164729016,91.53,91.65,96.15,92.64,80.75,90.54400000000001,581.0179999999998
42.303923761589715_0.016426154118225386_1.0657046164729016,42.303923761589715,0.016426154118225386,1.0657046164729016,91.53,91.63,96.15,92.58,80.59,90.49600000000001,588.4247999999999
45.303923761589715_0.016426154118225386_1.0657046164729016,45.303923761589715,0.016426154118225386,1.0657046164729016,91.53,91.63,96.15,92.64,80.73,90.536,582.1227999999999
42.303923761589715_0.006426154118225386_2.0657046164729014,42.303923761589715,0.006426154118225386,2.0657046164729014,91.27,91.26,95.98,92.25,79.28,90.008,658.1417999999999
42.303923761589715_0.016426154118225386_2.0657046164729014,42.303923761589715,0.016426154118225386,2.0657046164729014,91.27,91.07,95.98,92.21,79.28,89.96199999999999,662.1207000000002
47.26393491467799_0.014934046152526338_1.0597361846101054,47.26393491467799,0.014934046152526338,1.0597361846101054,91.53,91.65,96.15,92.64,80.73,90.54,581.7883999999997
47.26393491467799_0.004934046152526338_1.0597361846101054,47.26393491467799,0.004934046152526338,1.0597361846101054,91.52,91.65,96.15,92.61,80.73,90.53200000000001,582.4003999999998
47.26393491467799_0.02493404615252634_1.0597361846101054,47.26393491467799,0.02493404615252634,1.0597361846101054,91.53,91.63,96.15,92.56,80.73,90.52000000000001,583.3067999999998
47.26393491467799_0.004934046152526338_2.0597361846101054,47.26393491467799,0.004934046152526338,2.0597361846101054,91.27,91.18,95.98,92.22,79.66,90.06199999999998,644.4097000000002
47.26393491467799_0.014934046152526338_2.0597361846101054,47.26393491467799,0.014934046152526338,2.0597361846101054,91.27,91.18,95.98,92.25,79.66,90.06800000000001,643.9438
47.26393491467799_0.02493404615252634_2.0597361846101054,47.26393491467799,0.02493404615252634,2.0597361846101054,91.27,91.14,95.98,92.15,79.66,90.03999999999999,646.2110000000001
44.26393491467799_0.004934046152526338_2.0597361846101054,44.26393491467799,0.004934046152526338,2.0597361846101054,91.27,91.26,95.98,92.25,79.68,90.088,641.7257999999997
44.26393491467799_0.02493404615252634_1.0597361846101054,44.26393491467799,0.02493404615252634,1.0597361846101054,91.53,91.67,96.15,92.58,80.73,90.53200000000001,582.3415999999997
47.26393491467799_0.014934046152526338_1.0597361846101054,47.26393491467799,0.014934046152526338,1.0597361846101054,91.53,91.65,96.15,92.64,80.73,90.54,581.7883999999997
44.26393491467799_0.014934046152526338_2.0597361846101054,44.26393491467799,0.014934046152526338,2.0597361846101054,91.27,91.22,95.98,92.15,79.68,90.06,643.9865999999997
44.26393491467799_0.004934046152526338_1.0597361846101054,44.26393491467799,0.004934046152526338,1.0597361846101054,91.53,91.7,96.15,92.64,80.73,90.55,580.9558999999997
40.130955778961734_0.049550987991109366_1.1982039519644374,40.130955778961734,0.049550987991109366,1.1982039519644374,91.5,91.69,96.15,92.44,80.59,90.474,590.0302999999999
37.130955778961734_0.05955098799110937_1.1982039519644374,37.130955778961734,0.05955098799110937,1.1982039519644374,91.5,90.89,96.15,92.42,79.95,90.18199999999999,629.5234999999998
37.130955778961734_0.05955098799110937_2.1982039519644374,37.130955778961734,0.05955098799110937,2.1982039519644374,91.23,89.84,95.98,92.0,78.17,89.444,736.8477999999998
40.130955778961734_0.049550987991109366_2.1982039519644374,40.130955778961734,0.049550987991109366,2.1982039519644374,91.23,91.2,95.98,92.02,79.28,89.94200000000001,663.5120999999999
37.130955778961734_0.039550987991109364_1.1982039519644374,37.130955778961734,0.039550987991109364,1.1982039519644374,91.53,91.69,96.15,92.42,79.95,90.348,615.0783999999999
43.130955778961734_0.039550987991109364_1.1982039519644374,43.130955778961734,0.039550987991109364,1.1982039519644374,91.53,91.67,96.15,92.58,80.73,90.53200000000001,582.3415999999997
43.130955778961734_0.049550987991109366_2.1982039519644374,43.130955778961734,0.049550987991109366,2.1982039519644374,91.27,91.22,95.98,92.21,79.68,90.072,643.0482
43.130955778961734_0.05955098799110937_1.1982039519644374,43.130955778961734,0.05955098799110937,1.1982039519644374,91.5,91.69,96.15,92.44,80.73,90.50200000000001,584.6150999999999
37.130955778961734_0.049550987991109366_1.1982039519644374,37.130955778961734,0.049550987991109366,1.1982039519644374,91.5,90.89,96.15,92.42,79.95,90.18199999999999,629.5234999999998
40.130955778961734_0.05955098799110937_2.1982039519644374,40.130955778961734,0.05955098799110937,2.1982039519644374,91.23,91.2,95.98,92.02,78.65,89.816,690.0161999999997
40.130955778961734_0.039550987991109364_1.1982039519644374,40.130955778961734,0.039550987991109364,1.1982039519644374,91.53,91.63,96.15,92.58,80.59,90.49600000000001,588.4247999999999
43.130955778961734_0.039550987991109364_1.1982039519644374,43.130955778961734,0.039550987991109364,1.1982039519644374,91.53,91.67,96.15,92.58,80.73,90.53200000000001,582.3415999999997
46.130955778961734_0.029550987991109362_1.1982039519644374,46.130955778961734,0.029550987991109362,1.1982039519644374,91.53,91.63,96.15,92.58,80.73,90.524,583.0095999999999
43.130955778961734_0.039550987991109364_2.1982039519644374,43.130955778961734,0.039550987991109364,2.1982039519644374,91.27,91.22,95.98,92.21,79.68,90.072,643.0482
40.130955778961734_0.039550987991109364_2.1982039519644374,40.130955778961734,0.039550987991109364,2.1982039519644374,91.27,91.07,95.98,92.21,79.28,89.96199999999999,662.1207000000002
43.130955778961734_0.029550987991109362_1.1982039519644374,43.130955778961734,0.029550987991109362,1.1982039519644374,91.53,91.67,96.15,92.58,80.73,90.53200000000001,582.3415999999997
46.130955778961734_0.029550987991109362_2.1982039519644374,46.130955778961734,0.029550987991109362,2.1982039519644374,91.27,91.14,95.98,92.21,79.66,90.05199999999999,645.2726000000002
43.130955778961734_0.049550987991109366_2.1982039519644374,43.130955778961734,0.049550987991109366,2.1982039519644374,91.27,91.22,95.98,92.21,79.68,90.072,643.0482
40.130955778961734_0.049550987991109366_1.1982039519644374,40.130955778961734,0.049550987991109366,1.1982039519644374,91.5,91.69,96.15,92.44,80.59,90.474,590.0302999999999
46.130955778961734_0.049550987991109366_1.1982039519644374,46.130955778961734,0.049550987991109366,1.1982039519644374,91.53,91.63,96.15,92.58,80.73,90.524,583.0095999999999
43.130955778961734_0.039550987991109364_1.1982039519644374,43.130955778961734,0.039550987991109364,1.1982039519644374,91.53,91.67,96.15,92.58,80.73,90.53200000000001,582.3415999999997
46.130955778961734_0.039550987991109364_2.1982039519644374,46.130955778961734,0.039550987991109364,2.1982039519644374,91.27,91.14,95.98,92.21,79.66,90.05199999999999,645.2726000000002
33.003754552774396_0.056763844344571705_1.2270553773782868,33.003754552774396,0.056763844344571705,1.2270553773782868,91.46,90.9,96.26,92.42,80.09,90.226,623.5936999999998
33.003754552774396_0.056763844344571705_1.2270553773782868,33.003754552774396,0.056763844344571705,1.2270553773782868,91.46,90.9,96.26,92.42,80.09,90.226,623.5936999999998
30.003754552774396_0.056763844344571705_1.2270553773782868,30.003754552774396,0.056763844344571705,1.2270553773782868,91.4,90.8,96.26,92.4,79.54,90.08000000000001,648.9591999999996
36.003754552774396_0.0467638443445717_2.227055377378287,36.003754552774396,0.0467638443445717,2.227055377378287,91.23,89.84,95.98,92.0,78.17,89.444,736.8477999999998
36.003754552774396_0.06676384434457171_1.2270553773782868,36.003754552774396,0.06676384434457171,1.2270553773782868,91.5,90.9,96.15,92.42,79.56,90.10600000000001,645.1324999999997
36.003754552774396_0.056763844344571705_1.2270553773782868,36.003754552774396,0.056763844344571705,1.2270553773782868,91.5,90.89,96.15,92.42,79.95,90.18199999999999,629.5234999999998
36.003754552774396_0.056763844344571705_2.227055377378287,36.003754552774396,0.056763844344571705,2.227055377378287,91.23,89.84,95.98,92.0,78.17,89.444,736.8477999999998
30.003754552774396_0.056763844344571705_2.227055377378287,30.003754552774396,0.056763844344571705,2.227055377378287,91.0,89.71,96.26,91.99,77.52,89.29599999999999,770.3822000000005
30.003754552774396_0.06676384434457171_2.227055377378287,30.003754552774396,0.06676384434457171,2.227055377378287,91.01,89.71,96.26,91.99,77.43,89.28,774.2567999999999
33.003754552774396_0.056763844344571705_2.227055377378287,33.003754552774396,0.056763844344571705,2.227055377378287,91.15,89.85,96.26,92.0,78.39,89.53,726.3246999999999
30.003754552774396_0.0467638443445717_2.227055377378287,30.003754552774396,0.0467638443445717,2.227055377378287,91.0,89.71,96.26,92.0,78.1,89.41399999999999,744.4817000000003
43.22251980964693_0.025691490279191844_1.1027659611167673,43.22251980964693,0.025691490279191844,1.1027659611167673,91.53,91.67,96.15,92.58,80.73,90.53200000000001,582.3415999999997
40.22251980964693_0.03569149027919184_2.1027659611167673,40.22251980964693,0.03569149027919184,2.1027659611167673,91.27,91.07,95.98,92.21,79.28,89.96199999999999,662.1207000000002
46.22251980964693_0.03569149027919184_2.1027659611167673,46.22251980964693,0.03569149027919184,2.1027659611167673,91.27,91.14,95.98,92.21,79.66,90.05199999999999,645.2726000000002
40.22251980964693_0.015691490279191846_1.1027659611167673,40.22251980964693,0.015691490279191846,1.1027659611167673,91.53,91.63,96.15,92.58,80.59,90.49600000000001,588.4247999999999
40.22251980964693_0.015691490279191846_2.1027659611167673,40.22251980964693,0.015691490279191846,2.1027659611167673,91.27,91.07,95.98,92.21,79.28,89.96199999999999,662.1207000000002
46.22251980964693_0.015691490279191846_1.1027659611167673,46.22251980964693,0.015691490279191846,1.1027659611167673,91.53,91.65,96.15,92.64,80.73,90.54,581.7883999999997
46.22251980964693_0.025691490279191844_1.1027659611167673,46.22251980964693,0.025691490279191844,1.1027659611167673,91.53,91.63,96.15,92.58,80.73,90.524,583.0095999999999
46.22251980964693_0.03569149027919184_1.1027659611167673,46.22251980964693,0.03569149027919184,1.1027659611167673,91.53,91.63,96.15,92.58,80.73,90.524,583.0095999999999
43.22251980964693_0.015691490279191846_1.1027659611167673,43.22251980964693,0.015691490279191846,1.1027659611167673,91.53,91.67,96.15,92.56,80.73,90.528,582.6387999999997
40.22251980964693_0.025691490279191844_1.1027659611167673,40.22251980964693,0.025691490279191844,1.1027659611167673,91.53,91.63,96.15,92.58,80.59,90.49600000000001,588.4247999999999
43.22251980964693_0.03569149027919184_2.1027659611167673,43.22251980964693,0.03569149027919184,2.1027659611167673,91.27,91.22,95.98,92.21,79.68,90.072,643.0482
31.679918005273944_0.034436197436091054_1.1377447897443642,31.679918005273944,0.034436197436091054,1.1377447897443642,91.46,90.89,96.26,92.42,80.09,90.224,623.7757999999999
34.67991800527395_0.034436197436091054_2.137744789744364,34.67991800527395,0.034436197436091054,2.137744789744364,91.18,91.2,95.98,92.0,78.3,89.732,706.2828
31.679918005273944_0.034436197436091054_2.137744789744364,31.679918005273944,0.034436197436091054,2.137744789744364,91.15,89.84,96.26,92.0,78.39,89.52799999999999,726.5277999999998
28.679918005273944_0.024436197436091052_1.1377447897443642,28.679918005273944,0.024436197436091052,1.1377447897443642,91.46,90.89,96.26,92.42,80.02,90.21000000000001,626.5681000000002
28.679918005273944_0.044436197436091056_1.1377447897443642,28.679918005273944,0.044436197436091056,1.1377447897443642,91.4,90.8,96.26,92.4,79.61,90.09400000000001,646.0996999999999
28.679918005273944_0.034436197436091054_2.137744789744364,28.679918005273944,0.034436197436091054,2.137744789744364,91.15,89.7,96.26,92.0,78.08,89.438,742.8864999999998
31.679918005273944_0.024436197436091052_1.1377447897443642,31.679918005273944,0.024436197436091052,1.1377447897443642,91.49,90.89,96.26,92.42,80.09,90.22999999999999,623.2642999999999
34.67991800527395_0.044436197436091056_2.137744789744364,34.67991800527395,0.044436197436091056,2.137744789744364,91.15,89.84,95.98,92.0,78.3,89.45400000000001,732.5984999999998
